0.170411,0.222648,0.349398,0.001868,0.091111,0.029729,0.000564
0.141887,0.236178,0.316285,0.001713,0.080652,0.025647,0.000543
0.129401,0.170383,0.359871,0.002010,0.104506,0.031651,0.000590
0.149615,0.183401,0.303209,0.001920,0.091333,0.033693,0.000598
0.124185,0.202080,0.263066,0.002312,0.082567,0.029492,0.000569
0.134297,0.232177,0.272000,0.001900,0.100501,0.030379,0.000579
-0.121827,0.882314,-0.444702,0.645656,0.220712,0.345996,0.000336
0.179155,1.140747,0.819840,0.258682,-0.518077,0.770539,0.000184
-0.075393,-0.744757,-0.340770,0.815714,-0.408231,0.091704,0.000289
1.284275,0.834660,0.951003,0.941591,-0.262767,1.039356,0.000169
1.208982,-0.819795,0.729879,-0.360645,-1.062915,-1.017126,0.000140
1.263819,1.074384,0.367425,0.626497,0.503038,-1.075348,0.000121
-0.063853,-0.798570,1.568659,-0.769559,0.239336,0.157841,0.000141
0.184214,-0.720714,-0.236134,0.305132,0.569176,-0.293270,0.000316
0.234743,0.433756,0.433552,0.043860,-0.157238,-0.077028,0.000146
-0.103597,-0.118790,0.320016,-0.915390,0.442971,-1.282892,0.000141
-1.095075,0.139858,-0.557628,0.658112,2.210728,2.313025,0.000297
-0.688309,-0.094566,0.240330,-0.120210,0.053311,0.511342,0.000140
0.223778,-0.412314,0.583335,0.668158,0.005840,-0.167473,0.000113
0.106334,0.784994,0.416281,0.067364,0.312542,-0.247137,0.000369
0.196287,0.734312,0.745621,-0.474726,0.556075,0.109418,0.000141
-0.667035,0.056317,-0.094176,-0.300171,-0.262816,-0.279015,0.000607
-0.960963,0.824475,-0.042545,0.648858,-0.794166,-0.049533,0.000345
-0.108839,-0.456520,0.226649,-0.285215,-0.157566,-0.342724,0.000143
-0.930771,0.616043,-1.236602,-1.500410,-0.096634,-0.171899,0.000375
-1.318948,-0.583731,0.119855,-0.298012,-0.809024,-0.020622,0.000173
-0.395680,-0.216584,0.137996,-0.038921,-0.959056,0.021130,0.000158
-0.807046,0.252994,0.397952,0.444819,-0.106810,0.532808,0.000145
0.362609,0.079552,0.351448,-0.724590,-1.653201,-1.456526,0.000141
0.901059,0.495758,0.347284,-0.014012,0.494602,-0.313747,0.000162
-0.170740,0.138570,-0.808667,0.922927,0.099260,0.158240,0.000588
-0.966879,0.870762,0.008289,-0.001507,-0.903877,-0.159264,0.000346
-0.786586,-0.066267,-0.360195,-0.096081,0.036303,-0.062827,0.000488
0.731170,0.037171,0.464265,-0.439725,-0.055445,-0.361301,0.000135
0.579785,-0.242416,-0.052919,-0.504596,-1.650458,0.844159,0.000255
0.422452,0.477969,0.233642,0.185599,0.337730,0.416481,0.000092
-0.544629,-0.184271,0.323263,0.726712,-0.304204,0.005481,0.000107
0.204614,0.821944,0.237871,0.171264,0.277861,-0.306113,0.000089
-0.388667,0.510788,0.759638,-0.120804,0.718029,-0.377382,0.000167
-0.822854,0.044723,-0.131986,-0.147931,-0.078375,-0.345594,0.000584
-1.004325,0.526225,-0.295298,0.043799,3.002685,1.162597,0.000336
-1.292151,-0.066478,-0.154940,0.990065,-0.471944,0.057709,0.000452
-0.646801,0.446467,-1.448990,-1.202505,-0.024043,-0.249531,0.000407
-0.604329,-1.071462,-0.182285,-0.348423,0.004974,0.070104,0.000331
0.210970,0.128769,0.770209,-0.250580,-1.247549,-0.108280,0.000129
-0.313598,0.102886,-0.417260,-0.030977,-0.224453,0.050387,0.000548
-0.770206,0.097965,0.453226,0.076716,1.695248,-0.754892,0.000284
1.139149,0.138103,-1.281612,1.346717,0.458196,-0.125530,0.000578
-0.145408,0.009328,0.354074,3.402071,-0.000510,-0.162149,0.000308
-0.822540,1.328012,0.617861,-0.487348,-0.451160,0.035531,0.000141
-1.245421,-0.131130,-0.642185,-0.033086,-0.425223,-0.076788,0.000426
0.404939,0.074856,-0.060294,-0.269888,0.012621,0.230471,0.000615
0.428518,-0.183694,-0.112372,-0.573955,-5.605562,-1.207519,0.000098
-0.465575,0.381982,-1.197910,-1.122336,-0.163872,0.067823,0.000371
0.242110,0.052483,-1.001531,3.179095,0.052297,0.429878,0.000593
-0.150510,0.665175,0.838205,0.163106,0.342162,0.030154,0.000204
0.601986,0.096984,0.061343,0.046830,0.483114,0.581593,0.000444
0.326449,0.171696,0.635013,-0.235137,0.256673,0.318778,0.000112
0.643205,0.539022,0.259796,0.084083,1.345949,0.137017,0.000149
-1.213950,0.388869,0.629407,3.263968,-0.020581,0.195178,0.000158
0.529605,0.099691,-0.071595,-0.971032,0.066108,0.532412,0.000600
0.585927,-0.942089,-0.183484,0.157942,0.037357,0.130711,0.000326
0.914609,0.231745,0.471271,-0.442002,-0.182652,0.153963,0.000135
0.062146,0.187338,0.609007,0.013748,-0.127693,-0.217674,0.000484
0.243450,0.920905,0.171200,-0.070402,2.091453,0.857836,0.000145
0.260453,0.074433,0.866761,1.151019,0.228034,0.063640,0.000157
0.513288,0.127669,0.503012,-2.167396,-0.009862,0.532651,0.000143
